user_id,session_id,ts,event,level,amount,duration_sec,fps,device
u_0112,s_u_0112_0,2025-08-04 22:51:53.773559,tutorial_start,0.0,,190.0,56.0,iOS
u_0112,s_u_0112_0,2025-08-04 22:55:53.773559,tutorial_complete,0.0,,236.0,57.0,iOS
u_0083,s_u_0083_0,2025-08-04 23:01:53.773559,tutorial_complete,0.0,,219.0,56.0,iOS
u_0145,s_u_0145_0,2025-08-04 23:38:53.773559,install,0.0,,75.0,47.0,Android
u_0145,s_u_0145_0,2025-08-04 23:55:53.773559,tutorial_start,0.0,,289.0,37.0,Android
u_0145,s_u_0145_0,2025-08-05 00:02:53.773559,tutorial_complete,0.0,,65.0,50.0,Android
u_0132,s_u_0132_0,2025-08-05 00:38:53.773559,install,0.0,,46.0,45.0,iOS
u_0132,s_u_0132_0,2025-08-05 00:58:53.773559,tutorial_start,0.0,,260.0,56.0,iOS
u_0132,s_u_0132_0,2025-08-05 01:01:53.773559,tutorial_complete,0.0,,161.0,53.0,iOS
u_0071,s_u_0071_0,2025-08-05 01:38:53.773559,install,0.0,,31.0,33.0,Android
u_0071,s_u_0071_0,2025-08-05 01:40:53.773559,tutorial_start,0.0,,153.0,35.0,Android
u_0071,s_u_0071_0,2025-08-05 01:47:53.773559,tutorial_complete,0.0,,128.0,49.0,Android
u_0049,s_u_0049_0,2025-08-05 02:38:53.773559,install,0.0,,36.0,46.0,Android
u_0049,s_u_0049_0,2025-08-05 02:57:53.773559,tutorial_start,0.0,,188.0,39.0,Android
u_0049,s_u_0049_0,2025-08-05 03:12:53.773559,tutorial_complete,0.0,,105.0,39.0,Android
u_0169,s_u_0169_0,2025-08-05 03:38:53.773559,install,0.0,,52.0,35.0,Android
u_0140,s_u_0140_0,2025-08-05 03:38:53.773559,install,0.0,,50.0,33.0,iOS
u_0140,s_u_0140_0,2025-08-05 03:42:53.773559,tutorial_start,0.0,,149.0,33.0,iOS
u_0140,s_u_0140_0,2025-08-05 03:57:53.773559,tutorial_complete,0.0,,63.0,34.0,iOS
u_0169,s_u_0169_0,2025-08-05 04:01:53.773559,tutorial_start,0.0,,245.0,42.0,Android
u_0098,s_u_0098_0,2025-08-05 05:38:53.773559,install,0.0,,75.0,37.0,Android
u_0198,s_u_0198_0,2025-08-05 05:38:53.773559,install,0.0,,30.0,36.0,iOS
u_0198,s_u_0198_0,2025-08-05 05:45:53.773559,tutorial_start,0.0,,78.0,49.0,iOS
u_0098,s_u_0098_0,2025-08-05 05:55:53.773559,tutorial_start,0.0,,292.0,32.0,Android
u_0198,s_u_0198_0,2025-08-05 05:58:53.773559,tutorial_complete,0.0,,114.0,43.0,iOS
u_0098,s_u_0098_0,2025-08-05 06:07:53.773559,tutorial_complete,0.0,,212.0,46.0,Android
u_0156,s_u_0156_0,2025-08-05 07:38:53.773559,install,0.0,,56.0,45.0,Android
u_0049,s_u_0049_5,2025-08-05 07:56:53.773559,level_start,2.0,,128.0,25.0,Android
u_0156,s_u_0156_0,2025-08-05 07:57:53.773559,tutorial_start,0.0,,284.0,48.0,Android
u_0049,s_u_0049_5,2025-08-05 07:58:53.773559,level_start,1.0,,80.0,31.0,Android
u_0132,s_u_0132_3,2025-08-05 07:59:53.773559,level_start,1.0,,333.0,26.0,iOS
u_0132,s_u_0132_3,2025-08-05 08:09:53.773559,level_complete,1.0,,85.0,45.0,iOS
u_0049,s_u_0049_5,2025-08-05 08:09:53.773559,level_complete,2.0,,342.0,47.0,Android
u_0156,s_u_0156_0,2025-08-05 08:10:53.773559,tutorial_complete,0.0,,128.0,59.0,Android
u_0100,s_u_0100_0,2025-08-05 08:38:53.773559,install,0.0,,65.0,34.0,Android
u_0174,s_u_0174_2,2025-08-05 09:10:53.773559,level_start,2.0,,309.0,47.0,iOS
u_0174,s_u_0174_2,2025-08-05 09:13:53.773559,level_complete,2.0,,253.0,53.0,iOS
u_0174,s_u_0174_2,2025-08-05 09:29:53.773559,level_start,1.0,,95.0,46.0,iOS
u_0174,s_u_0174_2,2025-08-05 09:37:53.773559,level_start,3.0,,344.0,60.0,iOS
u_0033,s_u_0033_0,2025-08-05 09:38:53.773559,install,0.0,,63.0,57.0,Android
u_0033,s_u_0033_0,2025-08-05 09:47:53.773559,tutorial_start,0.0,,226.0,51.0,Android
u_0033,s_u_0033_0,2025-08-05 09:51:53.773559,tutorial_complete,0.0,,257.0,43.0,Android
u_0075,s_u_0075_0,2025-08-05 11:38:53.773559,install,0.0,,79.0,36.0,Android
u_0016,s_u_0016_0,2025-08-05 11:38:53.773559,install,0.0,,34.0,49.0,PC
u_0016,s_u_0016_0,2025-08-05 11:40:53.773559,tutorial_start,0.0,,254.0,52.0,PC
u_0016,s_u_0016_0,2025-08-05 11:47:53.773559,tutorial_complete,0.0,,96.0,35.0,PC
u_0075,s_u_0075_0,2025-08-05 12:03:53.773559,tutorial_start,0.0,,274.0,57.0,Android
u_0075,s_u_0075_0,2025-08-05 12:06:53.773559,tutorial_complete,0.0,,262.0,39.0,Android
u_0103,s_u_0103_0,2025-08-05 14:38:53.773559,install,0.0,,60.0,46.0,Android
u_0051,s_u_0051_0,2025-08-05 14:38:53.773559,install,0.0,,47.0,59.0,iOS
u_0051,s_u_0051_0,2025-08-05 14:39:53.773559,tutorial_start,0.0,,217.0,46.0,iOS
u_0051,s_u_0051_0,2025-08-05 14:51:53.773559,tutorial_complete,0.0,,265.0,55.0,iOS
u_0103,s_u_0103_0,2025-08-05 14:54:53.773559,tutorial_start,0.0,,260.0,31.0,Android
u_0103,s_u_0103_0,2025-08-05 15:00:53.773559,tutorial_complete,0.0,,159.0,51.0,Android
u_0150,s_u_0150_0,2025-08-05 19:38:53.773559,install,0.0,,89.0,44.0,Android
u_0150,s_u_0150_0,2025-08-05 19:52:53.773559,tutorial_start,0.0,,241.0,43.0,Android
u_0150,s_u_0150_0,2025-08-05 20:11:53.773559,tutorial_complete,0.0,,77.0,49.0,Android
u_0125,s_u_0125_0,2025-08-05 20:38:53.773559,install,0.0,,71.0,36.0,iOS
u_0125,s_u_0125_0,2025-08-05 20:54:53.773559,tutorial_start,0.0,,184.0,54.0,iOS
u_0125,s_u_0125_0,2025-08-05 20:59:53.773559,tutorial_complete,0.0,,207.0,44.0,iOS
u_0117,s_u_0117_0,2025-08-05 21:38:53.773559,install,0.0,,55.0,54.0,iOS
u_0097,s_u_0097_0,2025-08-05 21:38:53.773559,install,0.0,,72.0,56.0,PC
u_0117,s_u_0117_0,2025-08-05 21:57:53.773559,tutorial_start,0.0,,119.0,47.0,iOS
u_0117,s_u_0117_0,2025-08-05 22:04:53.773559,tutorial_complete,0.0,,118.0,57.0,iOS
u_0097,s_u_0097_0,2025-08-05 22:07:53.773559,tutorial_start,0.0,,182.0,59.0,PC
u_0097,s_u_0097_0,2025-08-05 22:24:53.773559,tutorial_complete,0.0,,61.0,58.0,PC
u_0078,s_u_0078_0,2025-08-06 00:38:53.773559,install,0.0,,63.0,49.0,Android
u_0107,s_u_0107_0,2025-08-06 00:38:53.773559,install,0.0,,78.0,35.0,Android
u_0078,s_u_0078_0,2025-08-06 00:56:53.773559,tutorial_start,0.0,,205.0,43.0,Android
u_0107,s_u_0107_0,2025-08-06 00:59:53.773559,tutorial_start,0.0,,265.0,41.0,Android
u_0078,s_u_0078_0,2025-08-06 01:06:53.773559,tutorial_complete,0.0,,184.0,59.0,Android
u_0099,s_u_0099_0,2025-08-06 01:38:53.773559,install,0.0,,61.0,59.0,iOS
u_0099,s_u_0099_0,2025-08-06 02:00:53.773559,tutorial_start,0.0,,218.0,40.0,iOS
u_0099,s_u_0099_0,2025-08-06 02:14:53.773559,tutorial_complete,0.0,,151.0,35.0,iOS
u_0018,s_u_0018_0,2025-08-06 02:38:53.773559,install,0.0,,61.0,32.0,Android
u_0105,s_u_0105_0,2025-08-06 02:38:53.773559,install,0.0,,37.0,49.0,iOS
u_0060,s_u_0060_0,2025-08-06 02:38:53.773559,install,0.0,,38.0,52.0,Android
u_0105,s_u_0105_0,2025-08-06 02:50:53.773559,tutorial_start,0.0,,143.0,45.0,iOS
u_0018,s_u_0018_0,2025-08-06 03:02:53.773559,tutorial_start,0.0,,184.0,44.0,Android
u_0060,s_u_0060_0,2025-08-06 03:07:53.773559,tutorial_start,0.0,,234.0,34.0,Android
u_0018,s_u_0018_0,2025-08-06 03:08:53.773559,tutorial_complete,0.0,,201.0,34.0,Android
u_0105,s_u_0105_0,2025-08-06 03:09:53.773559,tutorial_complete,0.0,,122.0,59.0,iOS
u_0060,s_u_0060_0,2025-08-06 03:11:53.773559,tutorial_complete,0.0,,296.0,53.0,Android
u_0023,s_u_0023_0,2025-08-06 03:38:53.773559,install,0.0,,68.0,60.0,PC
u_0023,s_u_0023_0,2025-08-06 03:49:53.773559,tutorial_start,0.0,,237.0,52.0,PC
u_0023,s_u_0023_0,2025-08-06 04:04:53.773559,tutorial_complete,0.0,,111.0,45.0,PC
u_0097,s_u_0097_1,2025-08-06 06:38:53.773559,level_start,2.0,,294.0,57.0,PC
u_0097,s_u_0097_1,2025-08-06 06:44:53.773559,level_complete,2.0,,357.0,58.0,PC
u_0097,s_u_0097_1,2025-08-06 07:21:53.773559,level_start,1.0,,242.0,32.0,PC
u_0097,s_u_0097_1,2025-08-06 07:34:53.773559,level_complete,1.0,,65.0,43.0,PC
u_0132,s_u_0132_4,2025-08-06 08:15:53.773559,level_start,2.0,,466.0,47.0,iOS
u_0132,s_u_0132_4,2025-08-06 08:21:53.773559,level_complete,2.0,,535.0,40.0,iOS
u_0132,s_u_0132_4,2025-08-06 08:25:53.773559,level_start,1.0,,521.0,39.0,iOS
u_0119,s_u_0119_0,2025-08-06 09:38:53.773559,install,0.0,,31.0,54.0,iOS
u_0119,s_u_0119_0,2025-08-06 09:55:53.773559,tutorial_start,0.0,,200.0,33.0,iOS
u_0119,s_u_0119_0,2025-08-06 10:05:53.773559,tutorial_complete,0.0,,253.0,35.0,iOS
u_0044,s_u_0044_0,2025-08-06 12:38:53.773559,install,0.0,,46.0,41.0,Android
u_0044,s_u_0044_0,2025-08-06 13:02:53.773559,tutorial_start,0.0,,88.0,40.0,Android
u_0014,s_u_0014_0,2025-08-06 13:38:53.773559,install,0.0,,72.0,56.0,iOS
u_0014,s_u_0014_0,2025-08-06 13:49:53.773559,tutorial_start,0.0,,133.0,37.0,iOS
u_0014,s_u_0014_0,2025-08-06 13:59:53.773559,tutorial_complete,0.0,,82.0,44.0,iOS
u_0128,s_u_0128_0,2025-08-06 15:38:53.773559,install,0.0,,52.0,52.0,Android
u_0128,s_u_0128_0,2025-08-06 15:57:53.773559,tutorial_start,0.0,,87.0,55.0,Android
u_0128,s_u_0128_0,2025-08-06 16:03:53.773559,tutorial_complete,0.0,,114.0,31.0,Android
u_0107,s_u_0107_2,2025-08-06 16:07:53.773559,level_start,2.0,,418.0,47.0,Android
u_0107,s_u_0107_2,2025-08-06 16:18:53.773559,level_complete,2.0,,372.0,33.0,Android
u_0107,s_u_0107_2,2025-08-06 16:26:53.773559,level_start,1.0,,525.0,31.0,Android
u_0002,s_u_0002_0,2025-08-06 16:38:53.773559,install,0.0,,56.0,38.0,Android
u_0009,s_u_0009_0,2025-08-06 16:38:53.773559,install,0.0,,89.0,31.0,Android
u_0002,s_u_0002_0,2025-08-06 16:39:53.773559,tutorial_start,0.0,,110.0,39.0,Android
u_0009,s_u_0009_0,2025-08-06 16:40:53.773559,tutorial_start,0.0,,141.0,59.0,Android
u_0009,s_u_0009_0,2025-08-06 16:44:53.773559,tutorial_complete,0.0,,111.0,54.0,Android
u_0002,s_u_0002_0,2025-08-06 16:56:53.773559,tutorial_complete,0.0,,118.0,51.0,Android
u_0129,s_u_0129_0,2025-08-06 17:38:53.773559,install,0.0,,73.0,58.0,Android
u_0129,s_u_0129_0,2025-08-06 17:54:53.773559,tutorial_start,0.0,,148.0,33.0,Android
u_0129,s_u_0129_0,2025-08-06 17:58:53.773559,tutorial_complete,0.0,,90.0,41.0,Android
u_0027,s_u_0027_0,2025-08-06 18:38:53.773559,install,0.0,,42.0,50.0,iOS
u_0027,s_u_0027_0,2025-08-06 18:59:53.773559,tutorial_start,0.0,,285.0,33.0,iOS
u_0027,s_u_0027_0,2025-08-06 19:05:53.773559,tutorial_complete,0.0,,232.0,57.0,iOS
u_0061,s_u_0061_0,2025-08-06 20:38:53.773559,install,0.0,,50.0,51.0,Android
u_0172,s_u_0172_0,2025-08-06 21:38:53.773559,install,0.0,,44.0,50.0,iOS
u_0052,s_u_0052_0,2025-08-06 21:38:53.773559,install,0.0,,36.0,57.0,iOS
u_0054,s_u_0054_0,2025-08-06 21:38:53.773559,install,0.0,,44.0,39.0,iOS
u_0046,s_u_0046_0,2025-08-06 21:38:53.773559,install,0.0,,39.0,33.0,iOS
u_0124,s_u_0124_0,2025-08-06 21:38:53.773559,install,0.0,,52.0,56.0,Android
u_0117,s_u_0117_1,2025-08-06 21:44:53.773559,level_start,2.0,,304.0,59.0,iOS
u_0172,s_u_0172_0,2025-08-06 21:52:53.773559,tutorial_start,0.0,,118.0,49.0,iOS
u_0124,s_u_0124_0,2025-08-06 21:58:53.773559,tutorial_start,0.0,,67.0,40.0,Android
u_0054,s_u_0054_0,2025-08-06 22:01:53.773559,tutorial_start,0.0,,226.0,42.0,iOS
u_0172,s_u_0172_0,2025-08-06 22:02:53.773559,tutorial_complete,0.0,,156.0,58.0,iOS
u_0046,s_u_0046_0,2025-08-06 22:02:53.773559,tutorial_start,0.0,,214.0,31.0,iOS
u_0124,s_u_0124_0,2025-08-06 22:03:53.773559,tutorial_complete,0.0,,283.0,34.0,Android
u_0052,s_u_0052_0,2025-08-06 22:06:53.773559,tutorial_start,0.0,,193.0,58.0,iOS
u_0117,s_u_0117_1,2025-08-06 22:20:53.773559,level_start,1.0,,166.0,56.0,iOS
u_0117,s_u_0117_1,2025-08-06 22:21:53.773559,level_start,3.0,,180.0,28.0,iOS
u_0132,s_u_0132_5,2025-08-06 22:21:53.773559,level_start,1.0,,506.0,58.0,iOS
u_0052,s_u_0052_0,2025-08-06 22:24:53.773559,tutorial_complete,0.0,,274.0,60.0,iOS
u_0117,s_u_0117_1,2025-08-06 22:26:53.773559,level_complete,3.0,,173.0,55.0,iOS
u_0132,s_u_0132_5,2025-08-06 22:35:53.773559,level_complete,1.0,,486.0,46.0,iOS
u_0062,s_u_0062_0,2025-08-06 22:38:53.773559,install,0.0,,66.0,56.0,iOS
u_0103,s_u_0103_5,2025-08-07 01:18:53.773559,level_start,1.0,,344.0,42.0,Android
u_0042,s_u_0042_0,2025-08-07 01:38:53.773559,install,0.0,,37.0,49.0,PC
u_0042,s_u_0042_0,2025-08-07 01:55:53.773559,tutorial_start,0.0,,172.0,30.0,PC
u_0001,s_u_0001_0,2025-08-07 02:38:53.773559,install,0.0,,64.0,30.0,iOS
u_0177,s_u_0177_0,2025-08-07 02:38:53.773559,install,0.0,,48.0,49.0,Android
u_0001,s_u_0001_0,2025-08-07 02:48:53.773559,tutorial_start,0.0,,290.0,55.0,iOS
u_0177,s_u_0177_0,2025-08-07 02:55:53.773559,tutorial_start,0.0,,80.0,51.0,Android
u_0001,s_u_0001_0,2025-08-07 02:57:53.773559,tutorial_complete,0.0,,260.0,37.0,iOS
u_0089,s_u_0089_0,2025-08-07 03:38:53.773559,install,0.0,,67.0,42.0,iOS
u_0152,s_u_0152_0,2025-08-07 03:38:53.773559,install,0.0,,54.0,56.0,Android
u_0152,s_u_0152_0,2025-08-07 03:48:53.773559,tutorial_start,0.0,,216.0,60.0,Android
u_0152,s_u_0152_0,2025-08-07 03:54:53.773559,tutorial_complete,0.0,,206.0,35.0,Android
u_0089,s_u_0089_0,2025-08-07 04:04:53.773559,tutorial_start,0.0,,79.0,55.0,iOS
u_0089,s_u_0089_0,2025-08-07 04:12:53.773559,tutorial_complete,0.0,,264.0,33.0,iOS
u_0195,s_u_0195_4,2025-08-07 04:33:53.773559,level_start,1.0,,61.0,48.0,Android
u_0129,s_u_0129_1,2025-08-07 04:40:53.773559,level_start,4.0,,234.0,43.0,Android
u_0129,s_u_0129_1,2025-08-07 04:45:53.773559,level_start,2.0,,507.0,44.0,Android
u_0129,s_u_0129_1,2025-08-07 04:46:53.773559,level_complete,4.0,,561.0,41.0,Android
u_0195,s_u_0195_4,2025-08-07 04:47:53.773559,level_complete,1.0,,429.0,26.0,Android
u_0129,s_u_0129_1,2025-08-07 04:49:53.773559,level_start,1.0,,180.0,48.0,Android
u_0129,s_u_0129_1,2025-08-07 04:53:53.773559,level_complete,2.0,,189.0,32.0,Android
u_0129,s_u_0129_1,2025-08-07 05:02:53.773559,level_complete,1.0,,72.0,51.0,Android
u_0129,s_u_0129_1,2025-08-07 05:24:53.773559,level_start,3.0,,594.0,39.0,Android
u_0129,s_u_0129_1,2025-08-07 05:28:53.773559,level_complete,3.0,,519.0,60.0,Android
u_0010,s_u_0010_0,2025-08-07 05:38:53.773559,install,0.0,,85.0,51.0,Android
u_0010,s_u_0010_0,2025-08-07 06:06:53.773559,tutorial_start,0.0,,274.0,43.0,Android
u_0010,s_u_0010_0,2025-08-07 06:21:53.773559,tutorial_complete,0.0,,213.0,43.0,Android
u_0065,s_u_0065_0,2025-08-07 06:38:53.773559,install,0.0,,82.0,53.0,iOS
u_0065,s_u_0065_2,2025-08-07 09:51:53.773559,level_start,1.0,,407.0,41.0,iOS
u_0065,s_u_0065_2,2025-08-07 09:56:53.773559,level_complete,1.0,,152.0,39.0,iOS
u_0052,s_u_0052_2,2025-08-07 09:59:53.773559,level_start,3.0,,129.0,45.0,iOS
u_0065,s_u_0065_2,2025-08-07 10:02:53.773559,level_start,2.0,,417.0,47.0,iOS
u_0052,s_u_0052_2,2025-08-07 10:05:53.773559,level_start,1.0,,437.0,37.0,iOS
u_0052,s_u_0052_2,2025-08-07 10:09:53.773559,level_start,2.0,,399.0,44.0,iOS
u_0065,s_u_0065_2,2025-08-07 10:10:53.773559,level_complete,2.0,,337.0,41.0,iOS
u_0052,s_u_0052_2,2025-08-07 10:13:53.773559,level_complete,1.0,,496.0,39.0,iOS
u_0052,s_u_0052_2,2025-08-07 10:22:53.773559,level_complete,2.0,,451.0,25.0,iOS
u_0052,s_u_0052_2,2025-08-07 10:37:53.773559,level_start,4.0,,179.0,30.0,iOS
u_0166,s_u_0166_0,2025-08-07 10:38:53.773559,install,0.0,,62.0,35.0,iOS
u_0052,s_u_0052_2,2025-08-07 10:49:53.773559,level_complete,4.0,,563.0,53.0,iOS
u_0166,s_u_0166_0,2025-08-07 10:50:53.773559,tutorial_start,0.0,,122.0,30.0,iOS
u_0166,s_u_0166_0,2025-08-07 11:05:53.773559,tutorial_complete,0.0,,85.0,41.0,iOS
u_0199,s_u_0199_0,2025-08-07 11:38:53.773559,install,0.0,,65.0,50.0,iOS
u_0197,s_u_0197_0,2025-08-07 11:38:53.773559,install,0.0,,86.0,52.0,PC
u_0127,s_u_0127_0,2025-08-07 11:38:53.773559,install,0.0,,54.0,57.0,iOS
u_0127,s_u_0127_0,2025-08-07 11:46:53.773559,tutorial_start,0.0,,78.0,51.0,iOS
u_0127,s_u_0127_0,2025-08-07 11:49:53.773559,tutorial_complete,0.0,,225.0,42.0,iOS
u_0199,s_u_0199_0,2025-08-07 11:59:53.773559,tutorial_start,0.0,,171.0,50.0,iOS
u_0197,s_u_0197_0,2025-08-07 12:02:53.773559,tutorial_start,0.0,,266.0,32.0,PC
u_0199,s_u_0199_0,2025-08-07 12:03:53.773559,tutorial_complete,0.0,,196.0,52.0,iOS
u_0197,s_u_0197_0,2025-08-07 12:09:53.773559,tutorial_complete,0.0,,76.0,60.0,PC
u_0118,s_u_0118_0,2025-08-07 12:38:53.773559,install,0.0,,80.0,48.0,iOS
u_0118,s_u_0118_0,2025-08-07 12:51:53.773559,tutorial_start,0.0,,186.0,41.0,iOS
u_0118,s_u_0118_0,2025-08-07 13:09:53.773559,tutorial_complete,0.0,,212.0,52.0,iOS
u_0018,s_u_0018_1,2025-08-07 13:33:53.773559,level_start,1.0,,382.0,52.0,Android
u_0018,s_u_0018_1,2025-08-07 13:37:53.773559,level_complete,1.0,,391.0,33.0,Android
u_0120,s_u_0120_0,2025-08-07 15:38:53.773559,install,0.0,,53.0,58.0,Android
u_0007,s_u_0007_0,2025-08-07 15:38:53.773559,install,0.0,,48.0,58.0,iOS
u_0007,s_u_0007_0,2025-08-07 15:45:53.773559,tutorial_start,0.0,,150.0,39.0,iOS
u_0124,s_u_0124_4,2025-08-07 16:41:53.773559,level_start,1.0,,403.0,45.0,Android
u_0124,s_u_0124_4,2025-08-07 16:43:53.773559,level_complete,1.0,,318.0,39.0,Android
u_0124,s_u_0124_4,2025-08-07 16:53:53.773559,level_start,2.0,,305.0,53.0,Android
u_0124,s_u_0124_4,2025-08-07 17:00:53.773559,level_complete,2.0,,432.0,46.0,Android
u_0178,s_u_0178_0,2025-08-07 17:38:53.773559,install,0.0,,42.0,37.0,iOS
u_0098,s_u_0098_4,2025-08-07 17:53:53.773559,level_start,3.0,,204.0,40.0,Android
u_0098,s_u_0098_4,2025-08-07 17:54:53.773559,level_start,2.0,,263.0,51.0,Android
u_0178,s_u_0178_0,2025-08-07 17:58:53.773559,tutorial_start,0.0,,235.0,33.0,iOS
u_0098,s_u_0098_4,2025-08-07 18:02:53.773559,level_complete,2.0,,567.0,53.0,Android
u_0178,s_u_0178_0,2025-08-07 18:06:53.773559,tutorial_complete,0.0,,278.0,33.0,iOS
u_0098,s_u_0098_4,2025-08-07 18:14:53.773559,level_start,1.0,,178.0,46.0,Android
u_0098,s_u_0098_4,2025-08-07 18:16:53.773559,level_complete,1.0,,111.0,51.0,Android
u_0196,s_u_0196_0,2025-08-07 18:38:53.773559,install,0.0,,39.0,37.0,Android
u_0196,s_u_0196_0,2025-08-07 19:01:53.773559,tutorial_start,0.0,,122.0,36.0,Android
u_0196,s_u_0196_0,2025-08-07 19:05:53.773559,tutorial_complete,0.0,,138.0,38.0,Android
u_0174,s_u_0174_1,2025-08-07 19:27:53.773559,level_start,2.0,,592.0,34.0,iOS
u_0174,s_u_0174_1,2025-08-07 19:29:53.773559,level_start,1.0,,534.0,34.0,iOS
u_0174,s_u_0174_1,2025-08-07 19:34:53.773559,level_complete,1.0,,565.0,53.0,iOS
u_0174,s_u_0174_1,2025-08-07 19:41:53.773559,level_complete,2.0,,366.0,57.0,iOS
u_0086,s_u_0086_0,2025-08-07 20:38:53.773559,install,0.0,,88.0,30.0,iOS
u_0086,s_u_0086_0,2025-08-07 20:41:53.773559,tutorial_start,0.0,,218.0,57.0,iOS
u_0103,s_u_0103_1,2025-08-07 22:59:53.773559,level_start,2.0,,189.0,54.0,Android
u_0103,s_u_0103_1,2025-08-07 23:00:53.773559,level_start,1.0,,519.0,34.0,Android
u_0103,s_u_0103_1,2025-08-07 23:10:53.773559,level_complete,2.0,,60.0,32.0,Android
u_0103,s_u_0103_1,2025-08-07 23:40:53.773559,purchase,,19.99,,,Android
u_0028,s_u_0028_2,2025-08-07 23:48:53.773559,level_start,4.0,,259.0,39.0,Android
u_0028,s_u_0028_2,2025-08-07 23:54:53.773559,level_start,2.0,,179.0,33.0,Android
u_0028,s_u_0028_2,2025-08-08 00:25:53.773559,level_start,1.0,,286.0,53.0,Android
u_0028,s_u_0028_2,2025-08-08 00:25:53.773559,level_start,3.0,,88.0,57.0,Android
u_0028,s_u_0028_2,2025-08-08 00:32:53.773559,level_complete,1.0,,80.0,37.0,Android
u_0028,s_u_0028_2,2025-08-08 00:33:53.773559,crash,3.0,,30.0,37.0,Android
u_0116,s_u_0116_0,2025-08-08 01:38:53.773559,install,0.0,,37.0,42.0,iOS
u_0116,s_u_0116_0,2025-08-08 02:06:53.773559,tutorial_start,0.0,,116.0,36.0,iOS
u_0116,s_u_0116_0,2025-08-08 02:21:53.773559,tutorial_complete,0.0,,106.0,52.0,iOS
u_0031,s_u_0031_0,2025-08-08 02:38:53.773559,install,0.0,,33.0,58.0,iOS
u_0107,s_u_0107_3,2025-08-08 02:58:53.773559,level_start,1.0,,410.0,58.0,Android
u_0031,s_u_0031_0,2025-08-08 03:02:53.773559,tutorial_start,0.0,,288.0,45.0,iOS
u_0031,s_u_0031_0,2025-08-08 03:08:53.773559,tutorial_complete,0.0,,179.0,59.0,iOS
u_0094,s_u_0094_0,2025-08-08 03:38:53.773559,install,0.0,,66.0,55.0,Android
u_0026,s_u_0026_0,2025-08-08 03:38:53.773559,install,0.0,,64.0,51.0,iOS
u_0043,s_u_0043_0,2025-08-08 03:38:53.773559,install,0.0,,57.0,43.0,Android
u_0094,s_u_0094_0,2025-08-08 03:41:53.773559,tutorial_start,0.0,,123.0,37.0,Android
u_0094,s_u_0094_0,2025-08-08 03:53:53.773559,tutorial_complete,0.0,,145.0,48.0,Android
u_0026,s_u_0026_0,2025-08-08 04:00:53.773559,tutorial_start,0.0,,119.0,34.0,iOS
u_0043,s_u_0043_0,2025-08-08 04:02:53.773559,tutorial_start,0.0,,138.0,51.0,Android
u_0043,s_u_0043_0,2025-08-08 04:08:53.773559,tutorial_complete,0.0,,264.0,56.0,Android
u_0026,s_u_0026_0,2025-08-08 04:14:53.773559,tutorial_complete,0.0,,298.0,46.0,iOS
u_0051,s_u_0051_3,2025-08-08 05:30:53.773559,level_start,1.0,,475.0,50.0,iOS
u_0161,s_u_0161_0,2025-08-08 05:38:53.773559,install,0.0,,45.0,55.0,Android
u_0051,s_u_0051_3,2025-08-08 05:40:53.773559,level_complete,1.0,,132.0,25.0,iOS
u_0161,s_u_0161_0,2025-08-08 05:42:53.773559,tutorial_start,0.0,,228.0,56.0,Android
u_0161,s_u_0161_0,2025-08-08 05:50:53.773559,tutorial_complete,0.0,,176.0,48.0,Android
